Luc Van Tien/imgs/nlvnpf-0059-042.jpg	Luc Van Tien/gts/nlvnpf-0059-042.txt
Tale of Kieu 1872/imgs/page66a.jpg	Tale of Kieu 1872/gts/page66a.txt
Tale of Kieu 1872/imgs/page77a.jpg	Tale of Kieu 1872/gts/page77a.txt
Tale of Kieu 1872/imgs/page77b.jpg	Tale of Kieu 1872/gts/page77b.txt
Tale of Kieu 1872/imgs/page73b.jpg	Tale of Kieu 1872/gts/page73b.txt
Tale of Kieu 1872/imgs/page78b.jpg	Tale of Kieu 1872/gts/page78b.txt
Tale of Kieu 1872/imgs/page76a.jpg	Tale of Kieu 1872/gts/page76a.txt
Tale of Kieu 1872/imgs/page78a.jpg	Tale of Kieu 1872/gts/page78a.txt
Tale of Kieu 1872/imgs/page74b.jpg	Tale of Kieu 1872/gts/page74b.txt
Tale of Kieu 1872/imgs/page72a.jpg	Tale of Kieu 1872/gts/page72a.txt
Tale of Kieu 1872/imgs/page72b.jpg	Tale of Kieu 1872/gts/page72b.txt
Tale of Kieu 1872/imgs/page75a.jpg	Tale of Kieu 1872/gts/page75a.txt
Tale of Kieu 1872/imgs/page73a.jpg	Tale of Kieu 1872/gts/page73a.txt
Tale of Kieu 1872/imgs/page74a.jpg	Tale of Kieu 1872/gts/page74a.txt
Tale of Kieu 1872/imgs/page71b.jpg	Tale of Kieu 1872/gts/page71b.txt
Tale of Kieu 1872/imgs/page70b.jpg	Tale of Kieu 1872/gts/page70b.txt
Tale of Kieu 1872/imgs/page71a.jpg	Tale of Kieu 1872/gts/page71a.txt
Tale of Kieu 1872/imgs/page70a.jpg	Tale of Kieu 1872/gts/page70a.txt
Tale of Kieu 1872/imgs/page68a.jpg	Tale of Kieu 1872/gts/page68a.txt
Tale of Kieu 1872/imgs/page68b.jpg	Tale of Kieu 1872/gts/page68b.txt
Tale of Kieu 1872/imgs/page69a.jpg	Tale of Kieu 1872/gts/page69a.txt
Tale of Kieu 1872/imgs/page67a.jpg	Tale of Kieu 1872/gts/page67a.txt
Tale of Kieu 1872/imgs/page67b.jpg	Tale of Kieu 1872/gts/page67b.txt
Tale of Kieu 1872/imgs/page65b.jpg	Tale of Kieu 1872/gts/page65b.txt
Tale of Kieu 1872/imgs/page61b.jpg	Tale of Kieu 1872/gts/page61b.txt
Tale of Kieu 1872/imgs/page62a.jpg	Tale of Kieu 1872/gts/page62a.txt
Tale of Kieu 1872/imgs/page64a.jpg	Tale of Kieu 1872/gts/page64a.txt
Tale of Kieu 1872/imgs/page65a.jpg	Tale of Kieu 1872/gts/page65a.txt
Tale of Kieu 1872/imgs/page60a.jpg	Tale of Kieu 1872/gts/page60a.txt
Tale of Kieu 1872/imgs/page61a.jpg	Tale of Kieu 1872/gts/page61a.txt
Tale of Kieu 1872/imgs/page63b.jpg	Tale of Kieu 1872/gts/page63b.txt
Tale of Kieu 1872/imgs/page64b.jpg	Tale of Kieu 1872/gts/page64b.txt
Tale of Kieu 1872/imgs/page62b.jpg	Tale of Kieu 1872/gts/page62b.txt
Tale of Kieu 1872/imgs/page63a.jpg	Tale of Kieu 1872/gts/page63a.txt
Tale of Kieu 1872/imgs/page59a.jpg	Tale of Kieu 1872/gts/page59a.txt
Tale of Kieu 1872/imgs/page60b.jpg	Tale of Kieu 1872/gts/page60b.txt
Tale of Kieu 1872/imgs/page59b.jpg	Tale of Kieu 1872/gts/page59b.txt
Tale of Kieu 1872/imgs/page58b.jpg	Tale of Kieu 1872/gts/page58b.txt
Tale of Kieu 1872/imgs/page57a.jpg	Tale of Kieu 1872/gts/page57a.txt
Tale of Kieu 1872/imgs/page58a.jpg	Tale of Kieu 1872/gts/page58a.txt
Tale of Kieu 1872/imgs/page37b.jpg	Tale of Kieu 1872/gts/page37b.txt
Tale of Kieu 1872/imgs/page57b.jpg	Tale of Kieu 1872/gts/page57b.txt
Tale of Kieu 1872/imgs/page55b.jpg	Tale of Kieu 1872/gts/page55b.txt
Tale of Kieu 1872/imgs/page54b.jpg	Tale of Kieu 1872/gts/page54b.txt
Tale of Kieu 1872/imgs/page47b.jpg	Tale of Kieu 1872/gts/page47b.txt
Tale of Kieu 1872/imgs/page55a.jpg	Tale of Kieu 1872/gts/page55a.txt
Tale of Kieu 1872/imgs/page56b.jpg	Tale of Kieu 1872/gts/page56b.txt
Tale of Kieu 1872/imgs/page56a.jpg	Tale of Kieu 1872/gts/page56a.txt
Tale of Kieu 1872/imgs/page53a.jpg	Tale of Kieu 1872/gts/page53a.txt
Tale of Kieu 1872/imgs/page54a.jpg	Tale of Kieu 1872/gts/page54a.txt
Tale of Kieu 1872/imgs/page53b.jpg	Tale of Kieu 1872/gts/page53b.txt
Tale of Kieu 1872/imgs/page51b.jpg	Tale of Kieu 1872/gts/page51b.txt
Tale of Kieu 1872/imgs/page52a.jpg	Tale of Kieu 1872/gts/page52a.txt
Tale of Kieu 1872/imgs/page52b.jpg	Tale of Kieu 1872/gts/page52b.txt
Tale of Kieu 1872/imgs/page48b.jpg	Tale of Kieu 1872/gts/page48b.txt
Tale of Kieu 1872/imgs/page49b.jpg	Tale of Kieu 1872/gts/page49b.txt
Tale of Kieu 1872/imgs/page46b.jpg	Tale of Kieu 1872/gts/page46b.txt
Tale of Kieu 1872/imgs/page51a.jpg	Tale of Kieu 1872/gts/page51a.txt
Tale of Kieu 1872/imgs/page50b.jpg	Tale of Kieu 1872/gts/page50b.txt
Tale of Kieu 1872/imgs/page48a.jpg	Tale of Kieu 1872/gts/page48a.txt
Tale of Kieu 1872/imgs/page50a.jpg	Tale of Kieu 1872/gts/page50a.txt
Tale of Kieu 1872/imgs/page49a.jpg	Tale of Kieu 1872/gts/page49a.txt
Tale of Kieu 1872/imgs/page44b.jpg	Tale of Kieu 1872/gts/page44b.txt
Tale of Kieu 1872/imgs/page47a.jpg	Tale of Kieu 1872/gts/page47a.txt
Tale of Kieu 1872/imgs/page46a.jpg	Tale of Kieu 1872/gts/page46a.txt
Tale of Kieu 1872/imgs/page45b.jpg	Tale of Kieu 1872/gts/page45b.txt
Tale of Kieu 1872/imgs/page44a.jpg	Tale of Kieu 1872/gts/page44a.txt
Tale of Kieu 1872/imgs/page43b.jpg	Tale of Kieu 1872/gts/page43b.txt
Tale of Kieu 1872/imgs/page45a.jpg	Tale of Kieu 1872/gts/page45a.txt
Tale of Kieu 1872/imgs/page43a.jpg	Tale of Kieu 1872/gts/page43a.txt
Tale of Kieu 1872/imgs/page40b.jpg	Tale of Kieu 1872/gts/page40b.txt
Tale of Kieu 1872/imgs/page41b.jpg	Tale of Kieu 1872/gts/page41b.txt
Tale of Kieu 1872/imgs/page42a.jpg	Tale of Kieu 1872/gts/page42a.txt
Tale of Kieu 1872/imgs/page40a.jpg	Tale of Kieu 1872/gts/page40a.txt
Tale of Kieu 1872/imgs/page39b.jpg	Tale of Kieu 1872/gts/page39b.txt
Tale of Kieu 1872/imgs/page42b.jpg	Tale of Kieu 1872/gts/page42b.txt
Tale of Kieu 1872/imgs/page41a.jpg	Tale of Kieu 1872/gts/page41a.txt
Tale of Kieu 1872/imgs/page38b.jpg	Tale of Kieu 1872/gts/page38b.txt
Tale of Kieu 1872/imgs/page39a.jpg	Tale of Kieu 1872/gts/page39a.txt
Tale of Kieu 1872/imgs/page38a.jpg	Tale of Kieu 1872/gts/page38a.txt
Tale of Kieu 1872/imgs/page35b.jpg	Tale of Kieu 1872/gts/page35b.txt
Tale of Kieu 1872/imgs/page36a.jpg	Tale of Kieu 1872/gts/page36a.txt
Tale of Kieu 1872/imgs/page35a.jpg	Tale of Kieu 1872/gts/page35a.txt
Tale of Kieu 1872/imgs/page37a.jpg	Tale of Kieu 1872/gts/page37a.txt
Tale of Kieu 1872/imgs/page36b.jpg	Tale of Kieu 1872/gts/page36b.txt
Tale of Kieu 1872/imgs/page34a.jpg	Tale of Kieu 1872/gts/page34a.txt
Tale of Kieu 1872/imgs/page33b.jpg	Tale of Kieu 1872/gts/page33b.txt
Tale of Kieu 1872/imgs/page34b.jpg	Tale of Kieu 1872/gts/page34b.txt
Tale of Kieu 1872/imgs/page33a.jpg	Tale of Kieu 1872/gts/page33a.txt
Tale of Kieu 1872/imgs/page32b.jpg	Tale of Kieu 1872/gts/page32b.txt
Tale of Kieu 1872/imgs/page31b.jpg	Tale of Kieu 1872/gts/page31b.txt
Tale of Kieu 1872/imgs/page29a.jpg	Tale of Kieu 1872/gts/page29a.txt
Tale of Kieu 1872/imgs/page31a.jpg	Tale of Kieu 1872/gts/page31a.txt
Tale of Kieu 1872/imgs/page32a.jpg	Tale of Kieu 1872/gts/page32a.txt
Tale of Kieu 1872/imgs/page30a.jpg	Tale of Kieu 1872/gts/page30a.txt
Tale of Kieu 1872/imgs/page30b.jpg	Tale of Kieu 1872/gts/page30b.txt
Tale of Kieu 1872/imgs/page20a.jpg	Tale of Kieu 1872/gts/page20a.txt
Tale of Kieu 1872/imgs/page28a.jpg	Tale of Kieu 1872/gts/page28a.txt
Tale of Kieu 1872/imgs/page29b.jpg	Tale of Kieu 1872/gts/page29b.txt
Tale of Kieu 1872/imgs/page27b.jpg	Tale of Kieu 1872/gts/page27b.txt
Tale of Kieu 1872/imgs/page28b.jpg	Tale of Kieu 1872/gts/page28b.txt
Tale of Kieu 1872/imgs/page20b.jpg	Tale of Kieu 1872/gts/page20b.txt
Tale of Kieu 1872/imgs/page26b.jpg	Tale of Kieu 1872/gts/page26b.txt
Tale of Kieu 1872/imgs/page25a.jpg	Tale of Kieu 1872/gts/page25a.txt
Tale of Kieu 1872/imgs/page27a.jpg	Tale of Kieu 1872/gts/page27a.txt
Tale of Kieu 1872/imgs/page26a.jpg	Tale of Kieu 1872/gts/page26a.txt
Tale of Kieu 1872/imgs/page25b.jpg	Tale of Kieu 1872/gts/page25b.txt
Tale of Kieu 1872/imgs/page22b.jpg	Tale of Kieu 1872/gts/page22b.txt
Tale of Kieu 1872/imgs/page24b.jpg	Tale of Kieu 1872/gts/page24b.txt
Tale of Kieu 1872/imgs/page21b.jpg	Tale of Kieu 1872/gts/page21b.txt
Tale of Kieu 1872/imgs/page24a.jpg	Tale of Kieu 1872/gts/page24a.txt
Tale of Kieu 1872/imgs/page23a.jpg	Tale of Kieu 1872/gts/page23a.txt
Tale of Kieu 1872/imgs/page21a.jpg	Tale of Kieu 1872/gts/page21a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_III_1a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_III_1a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_III_1b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_III_1b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_II_1a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_II_1a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_II_2b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_II_2b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_II_3a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_II_3a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_II_2a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_II_2a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_III_3a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_III_3a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_II_1b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_II_1b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_III_2b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_III_2b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_II_3b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_II_3b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_III_2a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_III_2a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_II_4a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_II_4a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_II_5a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_II_5a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_IV_3b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_IV_3b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_IV_2b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_IV_2b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_IV_1b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_IV_1b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_IV_3a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_IV_3a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_II_4b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_II_4b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_IV_1a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_IV_1a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_IV_2a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_IV_2a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_I_1a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_I_1a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_I_1b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_I_1b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_I_2b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_I_2b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_I_2a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_I_2a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_I_3a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_I_3a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_I_4a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_I_4a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_I_4b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_I_4b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_I_5b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_I_5b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_I_5a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_I_5a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_I_3b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_I_3b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_I_6b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_I_6b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_I_6a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_I_6a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_10a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_10a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_10b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_10b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_11b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_11b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_11a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_11a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_12a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_12a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_12b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_12b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_13b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_13b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_14a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_14a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_13a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_13a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_15a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_15a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_14b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_14b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_16a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_16a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_17a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_17a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_16b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_16b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_15b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_15b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_17b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_17b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_19a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_19a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_18a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_18a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_18b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_18b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_19b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_19b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_1a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_1a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_1b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_1b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_3a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_3a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_21a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_21a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_20b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_20b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_20a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_20a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_2b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_2b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_2a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_2a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_21b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_21b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_3b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_3b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_4a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_4a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_4b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_4b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_6a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_6a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_5a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_5a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_5b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_5b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_6b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_6b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_7a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_7a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_7b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_7b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_8a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_8a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_8b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_8b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_9a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_9a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VII_9b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VII_9b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VI_10a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VI_10a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VI_11a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VI_11a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VI_10b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VI_10b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VI_1a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VI_1a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VI_1b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VI_1b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VI_2a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VI_2a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VI_3b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VI_3b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VI_3a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VI_3a.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VI_2b.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VI_2b.txt
DVSKTT-1 Quyen thu/imgs/DVSKTT_thu_VI_4a.jpg	DVSKTT-1 Quyen thu/gts/DVSKTT_thu_VI_4a.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_10a.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_10a.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_10b.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_10b.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_11a.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_11a.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_11b.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_11b.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_12a.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_12a.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_12b.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_12b.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_1a.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_1a.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_1b.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_1b.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_2b.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_2b.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_2a.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_2a.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_3a.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_3a.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_3b.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_3b.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_4a.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_4a.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_4b.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_4b.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_5b.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_5b.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_6a.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_6a.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_7a.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_7a.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_5a.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_5a.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_6b.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_6b.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_7b.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_7b.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_8a.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_8a.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_8b.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_8b.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_III_9a.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_III_9a.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_II_10a.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_II_10a.txt
DVSKTT-2 Ngoai ky toan thu/imgs/DVSKTT_ngoai_II_11a.jpg	DVSKTT-2 Ngoai ky toan thu/gts/DVSKTT_ngoai_II_11a.txt
